1,0.134622887116
2,0.0826006532554
3,0.0761201255361
4,0.070727634701
5,0.057563775051
6,0.0529889473558
7,0.0425108902647
8,0.0390684169288
9,0.0343492195812
10,0.032196485394
11,0.0295916415654
12,0.0283302720071
13,0.0266212068532
14,0.0250619072627
15,0.0230716721101
16,0.0219069716676
17,0.0196644633955
18,0.0176304506337
19,0.0172191324023
20,0.0149280730522
21,0.0144869372409
22,0.0138939763296
23,0.0121483416072
24,0.0119000642243
25,0.01159571471
26,0.00919130925593
27,0.00884007816691
28,0.00752733439292
29,0.00696193247018
30,0.00617311068445
31,0.00612771171944
32,0.00560356969553
33,0.00538064099946
34,0.00506890220385
35,0.00485028974291
36,0.00382809964437
37,0.00316854628474
38,0.00304593459687
39,0.00259479303358
40,0.00208386860469
41,0.00200716975838
42,0.00168725262679
43,0.00133519337189
44,0.00123707210079
45,0.00102539139274
46,0.000646764449105
47,0.000341054321569
48,0.000318959869283
49,9.95857060255e-05
50,4.25909523977e-05
51,1.29837094476e-05
52,2.65496831484e-32
53,4.72912413488e-33
54,3.9644253512e-33
55,3.39442060517e-33
56,1.81221314131e-33
57,1.11243320216e-33
58,6.94279864546e-34
59,6.6009567179e-34
60,6.6009567179e-34
61,6.6009567179e-34
62,6.6009567179e-34
63,6.6009567179e-34
64,6.6009567179e-34
65,6.6009567179e-34
66,6.6009567179e-34
67,6.6009567179e-34
68,6.6009567179e-34
69,6.6009567179e-34
70,6.6009567179e-34
71,6.6009567179e-34
72,6.6009567179e-34
73,6.6009567179e-34
74,3.69468804816e-34
75,2.83339641025e-35
