1,0.140413403265
2,0.0890168670564
3,0.0774920891468
4,0.0737318043604
5,0.0604100212748
6,0.0562653792652
7,0.0448430579889
8,0.0385325208651
9,0.0368808344554
10,0.0325405112619
11,0.031961514281
12,0.0307662037619
13,0.0286648308179
14,0.0254585383364
15,0.0223049071088
16,0.0212969609607
17,0.0182963483174
18,0.0171648581216
19,0.0165767406379
20,0.0155610629274
21,0.0138778914389
22,0.013124154443
23,0.0106718035852
24,0.0103990762997
25,0.00918209024426
26,0.0082673205056
27,0.00744288608419
28,0.00606067892268
29,0.00579333116544
30,0.00512541190684
31,0.00441471119943
32,0.00426742028957
33,0.00364801702314
34,0.00309999513043
35,0.00256702853309
36,0.00231175687713
37,0.00201687718046
38,0.00176647253248
39,0.00150080923845
40,0.00137155862107
41,0.00122462356766
42,0.000910273973812
43,0.000771570590342
44,0.000657564372676
45,0.000369018309746
46,0.000317594093227
47,0.00027485933854
48,0.000124692358797
49,9.19316112831e-05
50,8.34814642365e-05
51,5.22501245765e-05
52,2.67501511842e-05
53,4.62432546015e-06
54,1.82580313085e-06
55,7.19773674015e-07
56,4.7470921867e-07
57,2.76916611013e-32
58,5.50890802706e-33
59,3.84610316471e-33
60,2.30580949348e-33
61,1.60016254561e-33
62,1.09020791491e-33
63,5.44557992108e-34
64,5.44557992108e-34
65,5.44557992108e-34
66,5.44557992108e-34
67,5.44557992108e-34
68,5.44557992108e-34
69,5.44557992108e-34
70,5.44557992108e-34
71,5.44557992108e-34
72,5.44557992108e-34
73,5.00414200551e-34
74,1.08549173383e-34
75,3.05884440036e-35
